NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE
Cash loans,M,N,N,0,352350,2114100,55768.5,2114100,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.00733,-10114,-307,-1541,-2696,,1,1,1,1,0,1,Managers,1,2,2,WEDNESDAY,13,1,1,0,1,1,0,Business Entity Type 3,0.370010558,0.639904578,,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,216000,1350000,57199.5,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002042,-18943,-2790,-4071,-2496,,1,1,1,1,0,0,,2,3,3,FRIDAY,12,0,1,1,0,1,1,Business Entity Type 3,,0.594621943,0.689479143,,,,,,,,,,,,,,,,,
Cash loans,M,Y,N,0,225000,900297,26320.5,751500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020713,-21473,-3350,-1505,-3584,12,1,1,0,1,0,0,Core staff,2,3,3,MONDAY,8,0,0,0,0,0,0,School,,0.560964545,0.614414378,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,2,450000,808650,26217,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010966,-16962,-1136,-6225,-513,9,1,1,0,1,0,0,,4,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,0.824432178,0.676035388,0.725276435,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,1,135000,473760,46989,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008474,-14764,-1898,-7768,-4262,6,1,1,0,1,0,0,Managers,3,2,2,WEDNESDAY,15,0,0,0,0,1,1,Other,,0.375042511,0.524496446,,,,,,,,,,,,,,,,,
Revolving loans,F,N,Y,0,99000,180000,9000,180000,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.008068,-9004,-428,-2692,-1561,,1,1,0,1,0,0,Laborers,1,3,3,WEDNESDAY,12,0,1,1,0,1,1,Other,,0.012007058,0.406617437,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,162000,1155226.5,38308.5,1035000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-20490,365243,-11448,-3951,,1,0,0,1,0,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,XNA,0.723965197,0.687553336,0.517296581,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,157500,904500,38452.5,904500,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.072508,-22430,365243,-7814,-5130,,1,0,0,1,0,0,,2,1,1,THURSDAY,10,0,0,0,0,0,0,XNA,,0.661867285,0.577969119,0.1278,0.048,0.9757,0.6668,0.0523,0.08,0.0345,0.625,0.6667,0,0.1042,0.1033,0,0,0.1303,0.0498,0.9757
Cash loans,F,N,Y,0,157500,244512,19449,216000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-13944,-121,-7539,-4297,,1,1,0,1,1,0,Laborers,2,1,1,TUESDAY,17,0,0,0,1,1,0,Business Entity Type 2,0.399187544,0.684855263,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,135000,675000,23071.5,675000,Family,Pensioner,Higher education,Married,House / apartment,0.032561,-21624,365243,-8628,-4389,,1,0,0,1,1,0,,2,1,1,TUESDAY,15,0,0,0,0,0,0,XNA,,0.762363427,0.621226338,0.2577,0.1604,0.9876,0.83,0.0867,0.32,0.1379,0.4583,0.5,0,0.1984,0.2896,0.0541,0.0148,0.2626,0.1665,0.9876
Cash loans,M,N,Y,1,252000,118512,9490.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-12077,-2203,-1355,-3492,,1,1,0,1,0,1,Laborers,3,2,2,MONDAY,9,0,0,0,0,0,0,Industry: type 11,0.337119264,0.416008548,0.569148771,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,31500,225000,8482.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,With parents,0.015221,-23026,365243,-5259,-3924,,1,0,0,1,0,0,,1,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.61432395,,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,450000,990000,30015,990000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.022625,-16235,-7139,-2462,-1408,2,1,1,0,1,1,0,Accountants,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.720987655,0.685553352,0.553164699,0.2237,0.1549,0.9816,0.7484,0.0953,0.16,0.1379,0.3333,0.375,0.2007,0.1816,0.2178,0.0039,0.0063,0.2279,0.1608,0.9816
Cash loans,M,Y,Y,0,450000,1971072,68643,1800000,Family,Commercial associate,Higher education,Married,House / apartment,0.01885,-19465,-395,-3382,-3020,10,1,1,0,1,0,0,Drivers,2,2,2,TUESDAY,14,0,0,0,0,0,0,Self-employed,0.74541281,0.571443047,,,,,,,,,,,,,,,,,,
Revolving loans,F,Y,N,0,180000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018801,-8331,-676,-3171,-1018,17,1,1,0,1,0,0,Laborers,1,2,2,TUESDAY,14,0,0,0,1,1,0,Business Entity Type 3,,0.148764314,0.670651753,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,2,202500,1288350,37800,1125000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14622,-3397,-6167,-4230,,1,1,0,1,0,0,Sales staff,4,2,2,FRIDAY,8,0,0,0,0,0,0,Self-employed,0.645009341,0.71325173,0.681705878,0.3918,0.3018,0.9851,0.83,0,0.3,0.2586,0.375,0.4167,0,0.501,0.6719,0.0154,0.0087,0.1681,0.3132,0.9831
Cash loans,F,N,Y,0,45000,156384,16551,135000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20688,365243,-1585,-2923,,1,0,0,1,1,0,,2,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.591605837,0.414707543,0.16146308,,,,,,,,,,,,,,,,,
Cash loans,M,N,N,1,135000,687600,18265.5,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13118,-3966,-4135,-5070,,1,1,0,1,0,0,Drivers,3,3,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 1,,0.751779464,0.683268831,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,157500,1056447,31018.5,922500,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-20488,-1088,-10459,-2762,6,1,1,0,1,0,0,Laborers,2,2,2,SUNDAY,10,0,0,0,0,1,1,Business Entity Type 2,,0.268233195,0.484851475,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,3,112500,260640,20299.5,225000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00963,-12782,-387,-1261,-4823,,1,1,1,1,1,0,Core staff,4,2,2,THURSDAY,9,0,0,0,0,1,1,Self-employed,,0.381568915,0.520897599,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,0,220500,1019614.5,55444.5,895500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.005313,-11855,-1657,-5642,-3918,,1,1,0,0,1,0,High skill tech staff,1,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.632913754,0.67543165,0.73098737,0.2227,0.1261,0.9891,,,0.24,0.2069,0.3333,,0.1459,,0.2298,,,0.2269,0.1308,0.9891
Cash loans,F,N,Y,1,292500,545040,43191,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-12587,-1352,-4112,-1907,,1,1,0,1,0,0,Security staff,3,2,2,THURSDAY,5,0,0,0,0,0,0,Government,0.039493432,0.087177699,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,121500,808650,26217,675000,Family,Pensioner,Higher education,Married,House / apartment,0.011703,-21513,365243,-7959,-2904,,1,0,0,1,0,0,,2,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.410520644,0.260855914,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,76500,157914,15745.5,139500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-19515,-4147,-10484,-2913,,1,1,0,1,0,0,Core staff,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Government,,0.685567494,0.72239289,0.0165,,0.9846,,,0,0.069,0.0417,,,,0.0087,,0,0.0168,,0.9846
Cash loans,M,Y,Y,0,189000,112500,13482,112500,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-20758,-2285,-4125,-4167,14,1,1,0,1,0,1,Drivers,2,2,2,THURSDAY,14,0,0,0,0,0,0,Housing,,0.449334244,0.785052026,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,1,450000,728460,57685.5,675000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.00733,-15242,-2599,-3404,-4768,6,1,1,0,1,0,0,Core staff,3,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.534008054,0.424130311,0.1485,0.1082,0.9821,0.7552,0.0369,0.16,0.1379,0.3333,0.0417,0,,0.1504,,0.0095,0.1513,0.1123,0.9821
Cash loans,F,N,Y,2,157500,509400,37197,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020246,-10505,-2184,-9584,-2849,,1,1,0,1,0,0,Laborers,3,3,3,WEDNESDAY,8,0,0,0,0,0,0,Postal,0.315911775,0.212792084,,0.0041,0,0.9717,0.6124,0.0069,0,0.1379,0,0.0417,0.0243,0.0034,0.004,0,0,0.0042,0,0.9717
Cash loans,F,N,N,0,202500,370629,24259.5,306000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-17711,-1287,-9254,-1264,,1,1,0,1,0,0,Laborers,2,3,3,MONDAY,16,0,0,0,0,1,1,Self-employed,,0.446349366,0.212756305,,,,,,,,,,,,,,,,,
Cash loans,M,N,N,1,90000,288873,22950,238500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.016612,-15541,-1274,-6880,-4438,,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.336726279,0.400105912,0.553164699,0.1381,0,0.9821,0.7552,0.0454,0.04,0.0345,0.3333,0.375,0.0688,0.1126,0.0408,0,0,0.1408,0,
Cash loans,M,N,N,1,112500,1525500,40369.5,1525500,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.0228,-16060,-7105,-6900,-4324,,1,1,0,1,0,0,Low-skill Laborers,3,2,2,THURSDAY,13,0,0,0,0,0,0,Trade: type 2,0.371115673,0.6446424,0.474051289,,,,,,,,,,,,,,,,,
Cash loans,F,Y,N,1,144000,900000,32328,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018209,-14991,-213,-3643,-3390,19,1,1,1,1,1,0,,3,3,3,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.668876059,0.53842929,0.179821765,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,135000,360000,17446.5,360000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21663,365243,-2791,-4090,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.206534571,0.746300213,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,405000,755190,35122.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,-19097,-782,-4443,-2622,10,1,1,0,1,0,0,Drivers,2,2,2,FRIDAY,5,0,0,0,1,1,1,Business Entity Type 3,0.767087827,0.623293784,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,337500,1102500,49950,1102500,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-21870,-1375,-8942,-4704,,1,1,0,1,0,0,Core staff,2,2,2,SATURDAY,10,0,0,0,0,0,0,Self-employed,0.803978059,0.643579698,0.477649155,0.1079,0.1201,0.9876,,,0,0.069,0.1667,,0.0818,,0.0553,,0.0521,0.0567,0.0748,0.9876
Cash loans,F,N,Y,0,225000,545040,35617.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.009175,-11054,-1023,-980,-1033,,1,1,0,1,0,0,,2,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.30853941,0.470721921,,0.0924,0,0.9985,,,0.08,0.069,0.3333,,0.0541,,0.0919,,0.0003,0.0473,0,0.999
Cash loans,F,N,Y,0,202500,1078200,34911,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006008,-16551,-2489,-2501,-84,,1,1,0,1,0,0,Core staff,2,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,,0.650227865,0.256705572,0.368,,0.996,,,0.32,0.2759,0.3333,,,,0.3028,,,0.375,,0.996
Cash loans,F,N,Y,1,135000,117162,12559.5,103500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-12205,-1127,-4434,-4510,,1,1,0,1,0,0,Sales staff,3,2,2,FRIDAY,10,0,0,0,1,1,0,Self-employed,,0.624499619,0.220094645,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,2,81000,101880,10939.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-12180,-851,-3280,-4772,3,1,1,0,1,1,0,,4,3,3,SATURDAY,9,0,0,0,0,0,0,Industry: type 11,,0.575652374,0.230158897,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,180000,270000,12024,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01452,-13794,-7186,-1349,-4934,5,1,1,0,1,1,0,Managers,2,2,2,MONDAY,10,0,0,0,0,0,0,Military,,0.634475236,0.651260219,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,162000,781920,32998.5,675000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018634,-22923,-1472,-428,-4408,,1,1,0,1,0,0,Sales staff,1,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.605949558,,,0.1424,0.998,0.9728,0.1035,0.24,0.1034,0.4583,0.5,,0.1916,0.2224,,0.0453,,0.1478,0.998
Cash loans,F,N,Y,1,135000,675000,22437,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-14414,-556,-3394,-4984,,1,1,0,1,0,0,Managers,3,2,2,THURSDAY,10,0,0,0,0,0,0,Hotel,0.585316541,0.649302253,0.251239446,0.0165,0,0.9806,,,0,0.069,0.0417,,0.0076,,0.0119,,0.0132,0.0168,0,0.9786
Cash loans,M,Y,N,1,180000,1051789.5,44563.5,967500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-9789,-79,-6957,-2476,15,1,1,0,1,1,0,Drivers,3,2,2,WEDNESDAY,15,0,0,0,0,1,1,Military,0.195157657,0.517630776,,0.0928,0.0822,0.9846,,,0,0.1724,0.1667,,,,0.0772,,0,0.0945,0.0853,0.9846
Revolving loans,F,N,N,0,157500,180000,9000,180000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.008019,-11295,-1459,-57,-1525,,1,1,0,1,0,0,Laborers,2,2,2,THURSDAY,10,0,1,1,0,1,1,Business Entity Type 3,0.045946952,0.436692413,0.502878277,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,1,54000,135000,5850,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-13361,-869,-6749,-4613,,1,1,1,1,1,0,Cleaning staff,3,2,2,WEDNESDAY,13,0,0,0,0,0,0,Government,,0.443983668,0.602386344,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,157500,824823,24246,688500,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.006305,-8597,-745,-2979,-1273,,1,1,0,1,1,0,Core staff,1,3,3,TUESDAY,12,0,0,0,1,1,0,Bank,0.3056428,0.113929627,,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,144000,677664,28615.5,585000,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.00496,-17537,-718,-1529,-66,,1,1,0,1,0,0,,1,2,2,MONDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.611936201,0.644757608,0.162441998,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,112500,780363,37539,697500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0105,-8781,-1498,-3769,-1472,16,1,1,1,1,0,0,Laborers,1,3,3,MONDAY,14,0,0,0,0,0,0,Self-employed,,0.015553197,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,1,112500,134775,10935,112500,Family,Working,Higher education,Married,House / apartment,0.008575,-11103,-1143,-5199,-106,,1,1,0,1,1,0,Accountants,3,2,2,SATURDAY,15,0,0,0,0,0,0,Self-employed,0.630662053,0.685949193,,0.1031,0.0536,0.9925,0.898,0.0129,0.0932,0.0803,0.3471,0.0417,0.0097,0.0832,0.0669,0.0039,0.0108,0.0473,0.0278,0.9891
Cash loans,F,N,Y,0,166500,459000,15300,459000,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.002042,-21089,365243,-152,-4,,1,0,0,1,0,0,,1,3,3,MONDAY,16,0,0,0,0,0,0,XNA,,0.566740167,0.272133684,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,90000,282690,17212.5,202500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-13014,-948,-2287,-3388,,1,1,0,1,1,0,Laborers,2,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 2,0.283692373,0.584669657,0.411848556,0.066,0.0736,0.9732,0.6328,0.0518,0,0.1379,0.125,0.1667,0.0152,0.053,0.0497,0.0039,0.0023,0.0672,0.0764,0.9732
Cash loans,F,N,Y,0,135000,211500,14265,211500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018209,-10116,-1760,-3968,-2744,,1,1,0,1,1,0,Sales staff,1,3,3,THURSDAY,6,0,0,0,0,0,0,Self-employed,0.28026155,0.014338514,0.520897599,0.0082,,0.9762,,,,0.069,0.0417,,,,,,,0.0084,,0.9762
Cash loans,M,N,Y,0,180000,840951,38133,679500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625,-16865,-1770,-6553,-416,,1,1,1,1,1,0,Drivers,2,2,2,SUNDAY,13,0,0,0,0,0,0,Construction,,0.618254019,0.67224289,0.0608,0.0582,0.9816,0.7484,0.0994,0,0.1379,0.1667,0.0417,0.0576,0.0496,0.0589,0,0.0368,0.062,0.0604,0.9816
Cash loans,F,N,Y,0,90000,284400,16011,225000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.035792,-24423,365243,-259,-4729,,1,0,0,1,1,0,,1,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.354224732,0.835776516,,,,,,,,,,,,,,,,,
Cash loans,M,N,N,0,157500,291384,23490,270000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006629,-8645,-880,-3135,-1323,,1,1,0,1,0,0,Laborers,1,2,2,FRIDAY,9,0,0,0,0,0,0,Housing,,0.140876865,,,,,,,,,,,,,,,,,,
Cash loans,F,Y,N,0,112500,603000,19579.5,603000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-11803,-1689,-5726,-2116,0,1,1,0,1,0,0,,2,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.766450763,0.65819698,0.643025564,,0.0003,0.9826,,,0.2,0.1724,0.3333,,,,0.1786,,0.186,,0.0003,0.9826
Cash loans,F,N,N,0,157500,1252278,36747,1093500,Unaccompanied,Working,Higher education,Single / not married,With parents,0.032561,-12765,-1106,-27,-4056,,1,1,0,1,1,0,,1,1,1,THURSDAY,10,0,0,0,0,0,0,Construction,0.70378015,0.663592682,0.73801962,0.3165,0.5152,0.998,0.9592,0.0631,0.3,0.1552,0.6875,0.4167,0.1337,0.1841,0.355,0.0811,0.1984,0.2521,0.1764,0.997
Cash loans,F,N,Y,1,225000,285723,22108.5,238500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010147,-13959,-3768,-97,-2368,,1,1,0,1,0,0,,2,2,2,FRIDAY,9,0,0,0,0,0,0,Self-employed,,0.391508878,,,,,,,,,,,,,,,,,,
Revolving loans,M,Y,Y,0,67500,202500,10125,202500,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-19478,365243,-1467,-3008,19,1,0,0,1,0,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.64121364,0.465069215,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,157500,432661.5,22252.5,373500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-22155,365243,-9582,-4175,,1,0,0,1,0,0,,2,2,2,FRIDAY,18,0,0,0,0,0,0,XNA,,0.699814394,0.554946769,0.0722,0.0729,0.9841,0.7824,,0,0.069,0.1667,0.0417,,0.0588,0.053,0,0,0.0735,0.0757,0.9841
Cash loans,F,N,Y,0,126000,664299,48469.5,567000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.009549,-19925,365243,-2848,-3450,,1,0,0,1,0,0,,1,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,,0.54441239,0.202086602,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,202500,781920,23836.5,675000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.030755,-23733,365243,-9729,-4710,,1,0,0,1,0,0,,2,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.784368862,0.420610964,0.1835,0.1175,0.9851,0.796,0.0275,0,0.2069,0.1667,0.2083,0.1366,0.1496,0.1096,0,0,0.187,0.122,0.9851
Cash loans,F,N,N,0,112500,231813,16614,193500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-22261,-655,-11219,-354,,1,1,1,1,1,0,Cleaning staff,2,2,2,MONDAY,13,0,0,0,0,1,1,Construction,,0.401087816,0.673830078,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,99000,675000,24930,675000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01452,-15042,-5011,-8798,-4293,,1,1,0,1,0,0,Laborers,1,2,2,THURSDAY,14,0,0,0,0,0,0,Electricity,,0.22900299,0.528092751,0.1485,0.1078,0.9816,0.7484,0,0.16,0.1379,0.3333,0.375,0.0699,0.121,0.1528,0,0,0.1513,0.1118,0.9816
Cash loans,F,Y,Y,2,112500,545040,26640,450000,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-10598,-676,-895,-80,3,1,1,0,1,0,0,Sales staff,3,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,,0.254245486,,,,,,,,,,,,,,,,,,
Revolving loans,F,N,N,0,67500,202500,10125,202500,Family,Working,Higher education,Married,House / apartment,0.003069,-9322,-805,-4165,-414,,1,1,0,1,0,0,Core staff,2,3,3,SATURDAY,11,0,0,0,0,0,0,Self-employed,0.661365055,0.59791208,,0.0619,0.0759,0.9911,,,0,0.1379,0.1667,,0.0915,,0.0336,,0,0.063,0.0788,0.9911
Cash loans,M,Y,Y,0,157500,414792,25195.5,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003122,-12133,-882,-5881,-162,5,1,1,0,1,0,0,Laborers,2,3,3,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.218900913,0.643830463,,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,112500,269550,11871,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-8456,-1280,-6066,-1017,2,1,1,1,1,0,0,Sales staff,2,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.278329494,0.102118788,1,0.0356,0.9876,0.8776,0.0199,0.1332,0.1207,0.2358,0.2638,0.0688,1,0.0738,0.0283,0.0007,0.0504,0.0111,0.9906
Cash loans,F,N,Y,0,112500,808650,23773.5,675000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-16497,-1776,-5107,-27,,1,1,0,1,0,0,Sales staff,1,2,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,,0.471773543,,0.0711,0.0842,0.9806,,,0,0.1379,0.1667,,0.0368,,0.0715,,0.0196,0.0725,0.0874,0.9806
Cash loans,F,N,Y,0,108000,251091,24588,238500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-21758,365243,-9265,-4713,,1,0,0,1,1,0,,1,2,2,SUNDAY,11,0,0,0,0,0,0,XNA,,0.294550711,0.656158373,0.0371,0.0231,0.9861,0.8096,0.0073,0.04,0.0345,0.3333,0.375,0.0516,0.0303,0.0405,0,0,0.0378,0.024,0.9861
Cash loans,F,N,Y,0,99000,309420,14553,202500,Unaccompanied,Working,Higher education,Married,House / apartment,0.009334,-15334,-424,-9401,-423,,1,1,0,1,0,0,Accountants,2,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.604774127,0.740799088,0.1852,0.1123,0.9806,0.7348,0.038,0.16,0.2069,0.2775,0.3192,0.0652,0.1891,0.1718,0,0.0319,0.2363,0.1038,0.9801
Cash loans,F,N,N,0,112500,270000,16078.5,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-13446,-3381,-3798,-3975,,1,1,0,1,1,0,Core staff,2,2,2,MONDAY,14,0,0,0,0,0,0,Kindergarten,0.472859075,0.547247547,0.210350229,0.157,0.0751,0.9886,0.8436,0.0619,0.1864,0.1379,0.4025,0.4167,0.0773,0.092,0.164,0.0116,0.0259,0.0819,0.0557,0.9886
